From Date,PM10,PM2.5,NO2,Ozone,SO2,CO
24 October 2016,0,0,0,0,0,0
25 October 2016,0,0,0,0,0,0
26 October 2016,0,0,0,0,0,0
27 October 2016,0,0,0,0,0,0
28 October 2016,0,0,0,0,0,0
29 October 2016,0,0,0,0,0,0
30 October 2016,0,0,0,0,0,0
31 October 2016,0,0,0,0,0,0
01 November 2016,0,0,0,0,0,0
02 November 2016,0,0,0,0,0,0
03 November 2016,0,0,0,0,0,0
04 November 2016,0,0,0,0,0,0
05 November 2016,0,0,0,0,0,0
06 November 2016,0,0,0,0,0,0
07 November 2016,0,0,0,0,0,0
08 November 2016,0,0,0,0,0,0
09 November 2016,0,0,0,0,0,0
10 November 2016,0,0,0,0,0,0
11 November 2016,0,0,0,0,0,0
12 November 2016,0,0,0,0,0,0
13 November 2016,0,0,0,0,0,0
14 November 2016,0,0,0,0,0,0
15 November 2016,0,0,0,0,0,0
16 November 2016,0,0,0,0,0,0
17 November 2016,0,0,0,0,0,0
18 November 2016,0,0,0,0,0,0
19 November 2016,0,0,0,0,0,0
20 November 2016,0,0,0,0,0,0
21 November 2016,0,0,0,0,0,0
22 November 2016,0,0,0,0,0,0
23 November 2016,0,0,0,0,0,0
24 November 2016,0,0,0,0,0,0
25 November 2016,0,0,0,0,0,0
26 November 2016,0,0,0,0,0,0
27 November 2016,0,0,0,0,0,0
28 November 2016,0,0,0,0,0,0
29 November 2016,0,0,0,0,0,0
30 November 2016,0,0,0,0,0,0
01 December 2016,0,0,0,0,0,0
02 December 2016,0,0,0,0,0,0
03 December 2016,0,0,0,0,0,0
04 December 2016,0,0,0,0,0,0
05 December 2016,0,0,0,0,0,0
06 December 2016,0,0,0,0,0,0
07 December 2016,0,0,0,0,0,0
08 December 2016,0,0,0,0,0,0
09 December 2016,0,0,0,0,0,0
10 December 2016,0,0,0,0,0,0
11 December 2016,0,0,0,0,0,0
12 December 2016,0,0,0,0,0,0
13 December 2016,0,0,0,0,0,0
14 December 2016,0,0,0,0,0,0
15 December 2016,0,0,0,0,0,0
16 December 2016,0,0,0,0,0,0
17 December 2016,0,0,0,0,0,0
18 December 2016,0,0,0,0,0,0
19 December 2016,0,0,0,0,0,0
20 December 2016,0,0,0,0,0,0
21 December 2016,0,0,0,0,0,0
22 December 2016,0,0,0,0,0,0
23 December 2016,0,0,0,0,0,0
24 December 2016,0,0,0,0,0,0
25 December 2016,0,0,0,0,0,0
26 December 2016,0,0,0,0,0,0
27 December 2016,0,0,0,0,0,0
28 December 2016,0,0,0,0,0,0
29 December 2016,0,0,0,0,0,0
30 December 2016,0,0,0,0,0,0
31 December 2016,0,0,0,0,0,0
01 January 2017,0,0,0,0,0,0
02 January 2017,0,0,0,0,0,0
03 January 2017,0,0,0,0,0,0
04 January 2017,0,0,0,0,0,0
05 January 2017,0,0,0,0,0,0
06 January 2017,0,0,0,0,0,0
07 January 2017,0,0,0,0,0,0
08 January 2017,0,0,0,0,0,0
09 January 2017,0,0,0,0,0,0
10 January 2017,0,0,0,0,0,0
11 January 2017,0,0,0,0,0,0
12 January 2017,0,0,0,0,0,0
13 January 2017,0,0,0,0,0,0
14 January 2017,0,0,0,0,0,0
15 January 2017,0,0,0,0,0,0
16 January 2017,0,0,0,0,0,0
17 January 2017,0,0,0,0,0,0
18 January 2017,0,0,0,0,0,0
19 January 2017,0,0,0,0,0,0
20 January 2017,0,0,0,0,0,0
21 January 2017,0,0,0,0,0,0
22 January 2017,0,0,0,0,0,0
23 January 2017,0,0,0,0,0,0
24 January 2017,0,0,0,0,0,0
25 January 2017,0,0,0,0,0,0
26 January 2017,0,0,0,0,0,0
27 January 2017,0,0,0,0,0,0
28 January 2017,0,0,0,0,0,0
29 January 2017,0,0,0,0,0,0
30 January 2017,0,0,0,0,0,0
31 January 2017,0,0,0,0,0,0
01 February 2017,0,0,0,0,0,0
02 February 2017,0,0,0,0,0,0
03 February 2017,0,0,0,0,0,0
04 February 2017,0,0,0,0,0,0
05 February 2017,0,0,0,0,0,0
06 February 2017,0,0,0,0,0,0
07 February 2017,0,0,0,0,0,0
08 February 2017,0,0,0,0,0,0
09 February 2017,0,0,0,0,0,0
10 February 2017,0,0,0,0,0,0
11 February 2017,0,0,0,0,0,0
12 February 2017,0,0,0,0,0,0
13 February 2017,0,0,0,0,0,0
14 February 2017,0,0,0,0,0,0
15 February 2017,0,0,0,0,0,0
16 February 2017,0,0,0,0,0,0
17 February 2017,0,0,0,0,0,0
18 February 2017,0,0,0,0,0,0
19 February 2017,0,0,0,0,0,0
20 February 2017,0,0,0,0,0,0
21 February 2017,0,0,0,0,0,0
22 February 2017,0,0,0,0,0,0
23 February 2017,0,0,0,0,0,0
24 February 2017,0,0,0,0,0,0
25 February 2017,0,0,0,0,0,0
26 February 2017,0,0,0,0,0,0
27 February 2017,0,0,0,0,0,0
28 February 2017,0,0,0,0,0,0
01 March 2017,0,0,0,0,0,0
02 March 2017,0,0,0,0,0,0
03 March 2017,0,0,0,0,0,0
04 March 2017,0,0,0,0,0,0
05 March 2017,0,0,0,0,0,0
06 March 2017,0,0,0,0,0,0
07 March 2017,0,0,0,0,0,0
08 March 2017,0,0,0,0,0,0
09 March 2017,0,0,0,0,0,0
10 March 2017,0,0,0,0,0,0
11 March 2017,0,0,0,0,0,0
12 March 2017,0,0,0,0,0,0
13 March 2017,0,0,0,0,0,0
14 March 2017,0,0,0,0,0,0
15 March 2017,0,0,0,0,0,0
16 March 2017,0,0,0,0,0,0
17 March 2017,0,0,0,0,0,0
18 March 2017,0,0,0,0,0,0
19 March 2017,0,0,0,0,0,0
20 March 2017,0,0,0,0,0,0
21 March 2017,0,0,0,0,0,0
22 March 2017,0,0,0,0,0,0
23 March 2017,0,0,0,0,0,0
24 March 2017,0,0,0,0,0,0
25 March 2017,0,0,0,0,0,0
26 March 2017,0,0,0,0,0,0
27 March 2017,0,0,0,0,0,0
28 March 2017,0,0,0,0,0,0
29 March 2017,0,0,0,0,0,0
30 March 2017,0,0,0,0,0,0
31 March 2017,0,0,0,0,0,0
01 April 2017,0,0,0,0,0,0
02 April 2017,0,0,0,0,0,0
03 April 2017,0,0,0,0,0,0
04 April 2017,0,0,0,0,0,0
05 April 2017,0,0,0,0,0,0
06 April 2017,0,0,0,0,0,0
07 April 2017,0,0,0,0,0,0
08 April 2017,0,0,0,0,0,0
09 April 2017,0,0,0,0,0,0
10 April 2017,0,0,0,0,0,0
11 April 2017,0,0,0,0,0,0
12 April 2017,0,0,0,0,0,0
13 April 2017,0,0,0,0,0,0
14 April 2017,0,0,0,0,0,0
15 April 2017,0,0,0,0,0,0
16 April 2017,0,0,0,0,0,0
17 April 2017,0,0,0,0,0,0
18 April 2017,0,0,0,0,0,0
19 April 2017,0,0,0,0,0,0
20 April 2017,0,0,0,0,0,0
21 April 2017,0,0,0,0,0,0
22 April 2017,0,0,0,0,0,0
23 April 2017,0,0,0,0,0,0
24 April 2017,0,0,0,0,0,0
25 April 2017,0,0,0,0,0,0
26 April 2017,0,0,0,0,0,0
27 April 2017,0,0,0,0,0,0
28 April 2017,0,0,0,0,0,0
29 April 2017,0,0,0,0,0,0
30 April 2017,0,0,0,0,0,0
01 May 2017,0,0,0,0,0,0
02 May 2017,0,0,0,0,0,0
03 May 2017,0,0,0,0,0,0
04 May 2017,0,0,0,0,0,0
05 May 2017,0,0,0,0,0,0
06 May 2017,0,0,0,0,0,0
07 May 2017,0,0,0,0,0,0
08 May 2017,0,0,0,0,0,0
09 May 2017,0,0,0,0,0,0
10 May 2017,0,0,0,0,0,0
11 May 2017,0,0,0,0,0,0
12 May 2017,0,0,0,0,0,0
13 May 2017,0,0,0,0,0,0
14 May 2017,0,0,0,0,0,0
15 May 2017,0,0,0,0,0,0
16 May 2017,0,0,0,0,0,0
17 May 2017,0,0,0,0,0,0
18 May 2017,0,0,0,0,0,0
19 May 2017,0,0,0,0,0,0
20 May 2017,0,0,0,0,0,0
21 May 2017,0,0,0,0,0,0
22 May 2017,0,0,0,0,0,0
23 May 2017,0,0,0,0,0,0
24 May 2017,0,0,0,0,0,0
25 May 2017,0,0,0,0,0,0
26 May 2017,0,0,0,0,0,0
27 May 2017,0,0,0,0,0,0
28 May 2017,0,0,0,0,0,0
29 May 2017,0,0,0,0,0,0
30 May 2017,0,0,0,0,0,0
31 May 2017,0,0,0,0,0,0
01 June 2017,0,0,0,0,0,0
02 June 2017,0,0,0,0,0,0
03 June 2017,0,0,0,0,0,0
04 June 2017,0,0,0,0,0,0
05 June 2017,0,0,0,0,0,0
06 June 2017,0,0,0,0,0,0
07 June 2017,0,0,0,0,0,0
08 June 2017,0,0,0,0,0,0
09 June 2017,0,0,0,0,0,0
10 June 2017,0,0,0,0,0,0
11 June 2017,0,0,0,0,0,0
12 June 2017,0,0,0,0,0,0
13 June 2017,0,0,0,0,0,0
14 June 2017,0,0,0,0,0,0
15 June 2017,0,0,0,0,0,0
16 June 2017,0,0,0,0,0,0
17 June 2017,0,0,0,0,0,0
18 June 2017,0,0,0,0,0,0
19 June 2017,0,0,0,0,0,0
20 June 2017,0,0,0,0,0,0
21 June 2017,0,0,0,0,0,0
22 June 2017,0,0,0,0,0,0
23 June 2017,0,0,0,0,0,0
24 June 2017,0,0,0,0,0,0
25 June 2017,0,0,0,0,0,0
26 June 2017,0,0,0,0,0,0
27 June 2017,0,0,0,0,0,0
28 June 2017,0,0,0,0,0,0
29 June 2017,0,0,0,0,0,0
30 June 2017,0,0,0,0,0,0
01 July 2017,0,0,0,0,0,0
02 July 2017,0,0,0,0,0,0
03 July 2017,0,0,0,0,0,0
04 July 2017,0,0,0,0,0,0
05 July 2017,0,0,0,0,0,0
06 July 2017,0,0,0,0,0,0
07 July 2017,0,0,0,0,0,0
08 July 2017,0,0,0,0,0,0
09 July 2017,0,0,0,0,0,0
10 July 2017,0,0,0,0,0,0
11 July 2017,0,0,0,0,0,0
12 July 2017,0,0,0,0,0,0
13 July 2017,0,0,0,0,0,0
14 July 2017,0,0,0,0,0,0
15 July 2017,0,0,0,0,0,0
16 July 2017,0,0,0,0,0,0
17 July 2017,0,0,0,0,0,0
18 July 2017,0,0,0,0,0,0
19 July 2017,0,0,0,0,0,0
20 July 2017,0,0,0,0,0,0
21 July 2017,0,0,0,0,0,0
22 July 2017,0,0,0,0,0,0
23 July 2017,0,0,0,0,0,0
24 July 2017,0,0,0,0,0,0
25 July 2017,0,0,0,0,0,0
26 July 2017,0,0,0,0,0,0
27 July 2017,0,0,0,0,0,0
28 July 2017,0,0,0,0,0,0
29 July 2017,0,0,0,0,0,0
30 July 2017,0,0,0,0,0,0
31 July 2017,0,0,0,0,0,0
01 August 2017,0,0,0,0,0,0
02 August 2017,0,0,0,0,0,0
03 August 2017,0,0,0,0,0,0
04 August 2017,0,0,0,0,0,0
05 August 2017,0,0,0,0,0,0
06 August 2017,0,0,0,0,0,0
07 August 2017,0,0,0,0,0,0
08 August 2017,0,0,0,0,0,0
09 August 2017,0,0,0,0,0,0
10 August 2017,0,0,0,0,0,0
11 August 2017,0,0,0,0,0,0
12 August 2017,0,0,0,0,0,0
13 August 2017,0,0,0,0,0,0
14 August 2017,0,0,0,0,0,0
15 August 2017,0,0,0,0,0,0
16 August 2017,0,0,0,0,0,0
17 August 2017,0,0,0,0,0,0
18 August 2017,0,0,0,0,0,0
19 August 2017,0,0,0,0,0,0
20 August 2017,0,0,0,0,0,0
21 August 2017,0,0,0,0,0,0
22 August 2017,0,0,0,0,0,0
23 August 2017,0,0,0,0,0,0
24 August 2017,0,0,0,0,0,0
25 August 2017,0,0,0,0,0,0
26 August 2017,0,0,0,0,0,0
27 August 2017,0,0,0,0,0,0
28 August 2017,0,0,0,0,0,0
29 August 2017,0,0,0,0,0,0
30 August 2017,0,0,0,0,0,0
31 August 2017,0,0,0,0,0,0
01 September 2017,0,0,0,0,0,0
02 September 2017,0,0,0,0,0,0
03 September 2017,0,0,0,0,0,0
04 September 2017,0,0,0,0,0,0
05 September 2017,0,0,0,0,0,0
06 September 2017,0,0,0,0,0,0
07 September 2017,0,0,0,0,0,0
08 September 2017,0,0,0,0,0,0
09 September 2017,0,0,0,0,0,0
10 September 2017,0,0,0,0,0,0
11 September 2017,0,0,0,0,0,0
12 September 2017,0,0,0,0,0,0
13 September 2017,0,0,0,0,0,0
14 September 2017,0,0,0,0,0,0
15 September 2017,0,0,0,0,0,0
16 September 2017,0,0,0,0,0,0
17 September 2017,0,0,0,0,0,0
18 September 2017,0,0,0,0,0,0
19 September 2017,0,0,0,0,0,0
20 September 2017,0,0,0,0,0,0
21 September 2017,0,0,0,0,0,0
22 September 2017,0,0,0,0,0,0
23 September 2017,0,0,0,0,0,0
24 September 2017,0,0,0,0,0,0
25 September 2017,0,0,0,0,0,0
26 September 2017,0,0,0,0,0,0
27 September 2017,0,0,0,0,0,0
28 September 2017,0,0,0,0,0,0
29 September 2017,0,0,0,0,0,0
30 September 2017,0,0,0,0,0,0
01 October 2017,0,0,0,0,0,0
02 October 2017,0,0,0,0,0,0
03 October 2017,0,0,0,0,0,0
04 October 2017,0,0,0,0,0,0
05 October 2017,0,0,0,0,0,0
06 October 2017,0,0,0,0,0,0
07 October 2017,0,0,0,0,0,0
08 October 2017,0,0,0,0,0,0
09 October 2017,0,0,0,0,0,0
10 October 2017,0,0,0,0,0,0
11 October 2017,0,0,0,0,0,0
12 October 2017,0,0,0,0,0,0
13 October 2017,0,0,0,0,0,0
14 October 2017,0,0,0,0,0,0
15 October 2017,0,0,0,0,0,0
16 October 2017,0,0,0,0,0,0
17 October 2017,0,0,0,0,0,0
18 October 2017,0,0,0,0,0,0
19 October 2017,0,0,0,0,0,0
20 October 2017,0,0,0,0,0,0
21 October 2017,0,0,0,0,0,0
22 October 2017,0,0,0,0,0,0
23 October 2017,0,0,0,0,0,0
24 October 2017,0,0,0,0,0,0
25 October 2017,0,0,0,0,0,0
26 October 2017,0,0,0,0,0,0
27 October 2017,0,0,0,0,0,0
28 October 2017,0,0,0,0,0,0
29 October 2017,0,0,0,0,0,0
30 October 2017,0,0,0,0,0,0
31 October 2017,0,0,0,0,0,0
01 November 2017,0,0,0,0,0,0
02 November 2017,0,0,0,0,0,0
03 November 2017,0,0,0,0,0,0
04 November 2017,0,0,0,0,0,0
05 November 2017,0,0,0,0,0,0
06 November 2017,0,0,0,0,0,0
07 November 2017,0,0,0,0,0,0
08 November 2017,0,0,0,0,0,0
09 November 2017,0,0,0,0,0,0
10 November 2017,0,0,0,0,0,0
11 November 2017,0,0,0,0,0,0
12 November 2017,0,0,0,0,0,0
13 November 2017,0,0,0,0,0,0
14 November 2017,0,0,0,0,0,0
15 November 2017,0,0,0,0,0,0
16 November 2017,0,0,0,0,0,0
17 November 2017,0,0,0,0,0,0
18 November 2017,0,0,0,0,0,0
19 November 2017,0,0,0,0,0,0
20 November 2017,0,0,0,0,0,0
21 November 2017,0,0,0,0,0,0
22 November 2017,0,0,0,0,0,0
23 November 2017,0,0,0,0,0,0
24 November 2017,0,0,0,0,0,0
25 November 2017,0,0,0,0,0,0
26 November 2017,0,0,0,0,0,0
27 November 2017,0,0,0,0,0,0
28 November 2017,0,0,0,0,0,0
29 November 2017,0,0,0,0,0,0
30 November 2017,0,0,0,0,0,0
01 December 2017,0,0,0,0,0,0
02 December 2017,0,0,0,0,0,0
03 December 2017,0,0,0,0,0,0
04 December 2017,0,0,0,0,0,0
05 December 2017,0,0,0,0,0,0
06 December 2017,0,0,0,0,0,0
07 December 2017,0,0,0,0,0,0
08 December 2017,0,0,0,0,39.5,0
09 December 2017,0,0,0,0,0,0
10 December 2017,0,0,0,0,0,0
11 December 2017,0,0,0,0,0,0
12 December 2017,0,0,0,29.34,0,0
13 December 2017,0,0,0,0,0,0
14 December 2017,0,0,0,0,0,0
15 December 2017,0,0,0,0,0,0
16 December 2017,0,0,0,0,0,0
17 December 2017,0,0,0,0,0,0
18 December 2017,0,0,0,0,0,0
19 December 2017,0,0,0,0,0,0
20 December 2017,0,0,0,0,0,0
21 December 2017,0,0,0,0,0,0
22 December 2017,0,0,0,0,0,0
23 December 2017,0,0,0,0,9.44,0
24 December 2017,0,0,0,0,0,0
25 December 2017,0,0,0,0,0,0
26 December 2017,0,0,0,0,0,0
27 December 2017,0,0,0,0,0,0
28 December 2017,0,0,0,0,0,0
29 December 2017,0,0,0,1.44,0,0
30 December 2017,0,0,0,0,0,0
31 December 2017,0,0,0,0,0,0
01 January 2018,0,0,0,0,0,0.33
02 January 2018,0,0,0,0,0,1.84
